client_id,name,age,occupation,estimated_income,bank_loans,bank_deposits,total_deposits,total_assets
IND92115,"Russell Cox",40,"Accounting Assistant IV",140387.6,1267435,2796610.66,4859537.18,195717.90000000002
IND24672,"Willie Stephens",39,"Associate Professor",262799.91,1557602,247721.87,459320.72000000003,321101.79
IND54908,"Kevin Green",19,"Geological Engineer",115893.22,479712,61914.64,98785.65,119790.54000000001
IND37750,"Jesse Kelly",68,"Database Administrator III",136105.54,1495246,2146327.17,3602038.72,178605.34000000003
IND59881,"Jeffrey Mason",33,"Speech Pathologist",172611.65,62672,32128.28,107658.87,193265.84
IND32319,"John Lane",40,"Safety Technician I",238307.99,109712,1395620.04,2504021.75,269634.95
IND58635,"Laura Simmons",20,"Automation Specialist III",23597.68,309178,104217.47,231313.75,28215.02
IND55883,"John GoPKRalez",77,"Accounting Assistant III",183024.41,235701,2006627.38,3339876.21,205247.66
IND26855,"Ruby Davis",62,"Account Representative I",40981.63,0,331611.66,682612.72,46448.35
IND89144,"Jason Chavez",85,"Media Manager IV",91420.58,375075,536225.46,1024158.62,134407.16
IND36784,"Sean Carr",59,"Account Representative III",376968.38,1144148,1016581.36,1600452.4,389941.88
IND47240,"Lisa Medina",71,"Design Engineer",327029.22,549068,905498.81,1876596.9300000002,352036.1
IND34868,"Rebecca Martinez",43,"Programmer Analyst I",39044.99,59877,39778.78,108121.92,56873.36
IND53254,"Jesse Austin",65,"Developer IV",121504.38,1228216,674893.23,1230324.98,161516.22
IND26959,"Douglas Andrews",25,"VP Quality Control",152363.88,747293,871947.7,1640231.13,171696
IND13792,"Bruce Smith",58,"Desktop Support Technician",194156.82,1694407,129195.69,276389.33999999997,219619.62
IND83479,"Jean Watson",26,Editor,56797.44,310733,26910.57,92499.31999999999,75198.24
IND84488,"Lawrence Ferguson",21,"Developer II",408120.18,329166,328323.97,574099.27,426193.56
IND36106,"Carolyn Snyder",37,"Sales Associate",166689.87,628952,49633.48,123895.25,198610.56
IND49489,"Jimmy Rivera",51,"Account Representative IV",57164.17,65969,1157983.47,1827739,78271.42
IND71209,"Harold Gilbert",46,"Software Test Engineer I",66959.86,890835,567479.9,940234.73,89841.64
IND33607,"Justin Johnson",49,"Assistant Professor",129727.97,592525,1298008.53,2150629.47,141843.62
IND36407,"Rebecca Harper",57,"Geologist I",203298.54,471372,302699.03,749299.7500000001,238958.62
IND90197,"Louise Day",45,"Accounting Assistant III",31634.79,139653,284516.15,667739.1000000001,47343.6
IND21018,"Jeremy Jacobs",54,Nurse,305348.02,239042,1291352.74,2284456.75,356853.86
IND77703,"Earl Payne",70,"Quality Engineer",19662.72,810409,283729.31,474065.85,44280.32
IND70508,"Carl Knight",81,"Software Test Engineer IV",105509.99,1328738,528227.02,971855.42,147745.51
IND35314,"Clarence Price",77,"Engineer II",93027.81,36984,642034.66,1053628.09,120728.23
IND65265,"Nicholas Ray",84,"Safety Technician III",287612.73,1092749,497932.04,1041485.11,328405.52999999997
IND65658,"Lillian Nelson",43,"General Manager",337642.83,869897,257445.07,573379.8400000001,363202.38
IND28776,"Richard Henry",63,Professor,136612.5,781475,624483.37,1269964.41,144222.5
IND66161,"Doris Stewart",27,"Office Assistant II",74853.5,41044,226872.99,487714.11,102597.79000000001
IND15278,"Gerald Stone",79,"Human Resources Assistant I",60765.2,662455,904884.79,1506193.81,88226.23999999999
IND22373,"Clarence Hart",52,"Web Designer I",256845.42,1575353,3386869.41,5284186.28,331393.82
IND60609,"Anne Wright",69,"Office Assistant IV",139304.56,234198,184050.28,391699.81,155106.72
IND24232,"Michelle Elliott",64,"Assistant Professor",162100.55,201709,204249.01,557627.39,185302.06
IND89674,"Joan Castillo",24,"Help Desk Operator",25072.56,111518,33252.22,84477.64000000001,37478.47
IND62679,"Lisa Garrett",63,"Research Assistant I",351000.81,382440,845860.82,1760056.5799999998,399638.41
IND45614,"Justin Bailey",33,"Automation Specialist IV",206314.58,312921,350286.78,678596.7200000001,234485.65999999997
IND35674,"Alan Bennett",66,"Statistician III",121719.63,217964,271006.11,412444.47,146379.15
IND90385,"Kelly Moore",85,"Staff Accountant II",191665.02,246196,240122.72,513505.16,211189.86
IND64752,"Eric Cunningham",47,"Account Representative I",97563.08,765725,1259138.56,2177955.93,106739.84
IND48640,"Joe Porter",79,"Biostatistician I",91093.44,332428,32106.07,80262.81999999999,92851.95
IND20725,"Steven Ferguson",23,"Data Coordiator",94763.85,722991,1233460.62,2325618.54,149118.15000000002
IND87256,"Thomas Reid",82,"Recruiting Manager",260184.04,689413,2435334.3,4393336.0600000005,279065.88
IND65022,"Randy Simpson",50,"Office Assistant II",93421.36,369735,146402.02,318753.10000000003,107669.88
IND97042,"Raymond Greene",36,"Budget/Accounting Analyst I",161007.26,244730,247721.88,712676.96,173401.62
IND99554,"Russell Coleman",56,"Safety Technician II",259370.68,812424,2438133.21,4392826.42,315829.3
IND75060,"Donald Fields",78,"Programmer III",242230.66,224641,519093.79,1184782.93,291988.21
IND62770,"Billy Robertson",76,"Help Desk Operator",271898.88,466669,814077.78,1422127.78,275447.28
IND67268,"Lillian Carroll",76,"Community Outreach Specialist",212867.66,576470,95070.79,198878.71,246349.16
IND57973,"Stephen Washington",20,"Statistician I",165420.58,1772436,2604860.92,4525294.920000001,178010
IND89653,"Matthew Nguyen",25,"Web Developer III",21380.4,575074,308369.87,650036.76,45450.36
IND21489,"Joshua Clark",48,"Budget/Accounting Analyst IV",237510.45,1257274,1393358.99,2176491.43,262042.65000000002
IND30571,"Earl Carter",49,"Biostatistician III",150279.96,732127,611167.11,1159554.78,179824.69999999998
IND59366,"Todd Mccoy",37,"Automation Specialist III",341681.11,131948,2646971.31,4602169.81,348740.26
IND83619,"Michelle Garcia",44,"Software Engineer III",306885.6,438755,177800.71,555679.58,364133.6
IND67029,"Arthur Austin",73,"Community Outreach Specialist",304782.62,627444,206647.94,496514.84,312272.77999999997
IND95869,"Fred Welch",20,"Automation Specialist II",71815.31,769276,484750.9,1202214.4100000001,78552.52
IND66671,"Adam Knight",73,"Office Assistant III",295262.98,759217,336955.03,749314.66,311927.3
IND86149,"Martin Marshall",35,"Software Engineer I",229131.69,457351,3466323.35,6001914.499999999,246283.87
IND95415,"Tina Alvarez",26,"Account Coordinator",44050.06,439352,581228.14,1134986.28,60954.77
IND99553,"Justin Bryant",56,"Biostatistician IV",209915.06,353072,2248046.72,3919564.32,226171.56
IND73319,"Dorothy Rice",17,"Geologist III",80085.64,189394,347282.58,826402.54,102580.16
IND34968,"Robert Thomas",59,"Product Engineer",138504.19,171727,380570.3,845223.8300000001,143103.19
IND14715,"James Lane",53,"Computer Systems Analyst IV",109316.44,297294,568679.98,918754.66,135332.34
IND16798,"Johnny Nelson",35,"Automation Specialist II",265028.36,478690,1108827.79,2029436.82,310430.48
IND93663,"Rose Sullivan",53,Professor,299641.49,797452,870565.34,2237008.88,309362.11
IND67391,"Kathleen Stewart",54,"GIS Technical Architect",157834.48,269138,194535.85,453507.67999999993,180466.11000000002
IND96220,"Craig Ruiz",55,"GIS Technical Architect",56129.11,172355,334083.2,614916.17,71410.56
IND44913,"Stephanie Lopez",19,Editor,146613.19,234632,153198.48,314684.46,187976.71
IND87824,"Jeremy Hunter",82,"Web Designer I",159264.12,424822,219285.14,517719.55000000005,181045.88
IND46155,"Annie West",44,"Account Representative I",207384.19,610026,1157055.65,2152341.2899999996,260589.94
IND35684,"Irene Bell",83,"Engineer IV",205225.24,602117,483549.19,982174.8,215248.12
IND96387,"Betty Harris",30,"Biostatistician III",119065.27,453299,585623.4,1269015.23,144924.62
IND83308,"Arthur Hicks",60,"Automation Specialist IV",419145.55,2210291,2847399.63,4785794.789999999,458745.55
IND69120,"Evelyn Peterson",25,"Director of Sales",182769.56,967509,277509.67,511588.7,200838.32
IND47860,"Jack Sanchez",65,"Social Worker",235533.89,925871,1492857.11,2418319.78,283105.82
IND13419,"Denise Garza",45,"Assistant Manager",202929.55,710672,124384.23,308316.70999999996,246906.84999999998
IND56121,"Daniel Crawford",78,"Research Assistant I",213666.88,673675,2856010.5,4791713.58,243007.38
IND38822,"Roger Riley",75,"Sales Representative",58715.5,1061279,888439.61,1568823.09,73435.12
IND58923,"Jeffrey Black",33,"Geologist IV",71704.22,190643,144206.48,385525,109335.73999999999
IND66682,"Mark Cox",79,"Research Assistant IV",66091.96,77088,452216.52,1101921.11,83998.87000000001
IND96115,"Keith Larson",42,"Assistant Professor",37278.93,239843,599402.15,1149101.2200000002,50410.83
IND40991,"Terry Hayes",65,"Analyst Programmer",92216.16,1555706,86683,237072.52000000002,132306.56
IND57646,"Russell Holmes",85,"Human Resources Manager",114508.96,418627,671422.5,1124115.55,124281.31000000001
IND76683,"Nancy Gilbert",80,"Web Designer IV",86172.32,118019,128075.88,399595.08,88737.28000000001
IND69465,"Richard Armstrong",65,"Budget/Accounting Analyst IV",81162.89,415775,162136.22,365056.31,92262.09
IND45293,"Cheryl Duncan",77,"Staff Accountant III",47428.51,192982,83150.49,170233.58000000002,68483.95
IND31182,"Shawn Dean",30,"Financial Advisor",289744.18,659254,1961308.54,3332208.85,323634.74
IND43704,"Jonathan Moreno",43,Teacher,153481.1,458409,195432.81,441839.71,170305.34
IND90107,"Carolyn Peterson",42,"Geologist IV",184517.05,67648,232227.41,518298.95000000007,195855.87
IND65206,"Gary Reynolds",85,"Geological Engineer",142534.02,847749,599816.8,1022514.7200000001,147692.52
IND97608,"Samuel Bailey",73,"Developer I",133713.43,936516,789183.24,1439710.62,151381.36
IND99978,"Russell Wagner",79,Operator,442113.95,2538730,1528432.2,2729743.16,464058.95
IND51034,"Jonathan Harper",75,"Web Developer III",210223.41,121701,1030505.47,1766277.04,239584.15
IND77398,"Russell Reyes",60,"Dental Hygienist",223156.5,787974,657031.99,1221542.7300000002,248742.69
IND48157,"Sara Thompson",79,"Software Engineer I",346125.01,561119,100838.16,304247.76,352760.22000000003
IND46455,"Jonathan Duncan",83,"Design Engineer",96650.09,95473,211848.57,446083.22000000003,104617.20999999999
IND52005,"Scott Franklin",19,"Web Designer III",309043,251126,2588381.1,4276955.88,347098.5
IND50424,"Jason Garcia",30,"Tax Accountant",204852.96,607243,1309431.56,2361581.92,230832.16
IND48222,"Walter Griffin",18,"VP Marketing",18687.5,99326,24813.98,62852.079999999994,30601.11
IND48333,"Walter Parker",41,"Account Representative II",121744.14,673353,531829.43,1184694.57,140132.44
IND62022,"Phillip Adams",76,"Health Coach I",105503.3,139718,1311121.92,2341931.66,129250.24
IND82740,"Eugene Jordan",17,Operator,101046.99,961441,1667275.46,2952812.2600000002,157597.79
IND48400,"Antonio Arnold",23,"Safety Technician II",201990.14,1174155,428170.13,734471.17,232212.55000000002
IND40646,"Elizabeth Greene",79,"Software Engineer I",165248.58,25841,108209.2,301754.57999999996,173730.46
IND40950,"Tina Hunter",26,"Statistician III",429407.79,656065,741521.09,1363131.5599999998,445947.38999999996
IND37853,"Arthur Sanders",56,Paralegal,140967.36,359977,677419.08,1518354.76,193748.96
IND91954,"Adam Chapman",42,"Web Designer II",115916.64,209575,375760.72,848882,135283.84
IND30253,"Brian Payne",45,"Account Representative II",114733.13,91949,550649.8,924468.4700000001,121962.25
IND82997,"Philip Watkins",73,Recruiter,251704.69,136945,2214193.38,3936648.88,282474.94
IND75882,"George Reid",30,"Automation Specialist II",282952.68,727530,481184.56,946932.0000000001,335875.26
IND31953,"Lawrence Wilson",67,"Geologist IV",180332.33,2226594,869859.48,1367255.09,223595.81
IND69875,"Harold Graham",76,"Analog Circuit Design manager",45199.26,268610,67632.21,202607.16,74404.1
IND57328,"Jason Green",35,"Software Consultant",51431.35,587904,788559.56,1396650.21,75582.51999999999
IND70068,"Wanda Smith",75,"Programmer Analyst IV",111317.58,745633,229870.48,652161.38,144547.38
IND57357,"Amanda Miller",26,"Accountant IV",108265,410837,145605.38,298185.37,117714.45999999999
IND79088,"Alan Cole",75,"Financial Analyst",134574.35,356456,2100661.04,3585315.87,192728.41
IND57637,"Anna Warren",81,"Systems Administrator II",188217.24,164966,166547.67,383566,218076.75999999998
IND94614,"Karen Hayes",27,"Account Coordinator",368461.72,1183892,189500.54,507330.4600000001,376922.98
IND16622,"Fred Fernandez",48,"Nuclear Power Engineer",180788,1157401,869732.47,1444921.9400000002,189723.04
IND36995,"Phillip Scott",40,"Structural Analysis Engineer",94643.61,225599,448672.11,831827.7100000001,130173.95
IND86491,"Adam Howard",37,"Design Engineer",208842.24,93611,49719.32,149256.03,235559.03999999998
IND59827,"Kenneth Grant",72,"Administrative Assistant IV",166815.54,0,253759.07,706541.29,184012.12
IND74969,"Louis Price",50,"Automation Specialist I",29881.25,328366,974755.48,1660330.88,36680.74
IND21853,"Ernest Gutierrez",55,"Automation Specialist IV",295246.07,572099,635126.82,1320533.32,344044.61
IND23903,"Adam Fisher",83,"Structural Analysis Engineer",427085.65,1276409,913709.35,1685013.8399999999,450395.56
IND68777,"Joseph Bradley",23,"Web Designer IV",184915.93,529718,541630.84,1305189.9,211981.13
IND81707,"Jonathan Rodriguez",27,"Account Representative II",129198.45,66205,355267.56,798886.4800000001,134210.45
IND97656,"Christina Boyd",35,"Accountant III",78862.17,113711,1044347.89,2179164.97,112257.9
IND55034,"Rebecca Fowler",17,"Computer Systems Analyst II",108125.22,49795,75106.64,210382.06,114820.14
IND96166,"George Simmons",67,"Administrative Assistant III",84951.92,214777,170981.82,401205.19999999995,98175.52
IND96324,"Laura Fox",22,"Social Worker",336120.73,1430032,198246.62,503840.06,358890.75
IND47674,"Samuel Jackson",24,Actuary,140323.21,889038,784312.33,1375739.96,149261.25999999998
IND70317,"Johnny Hawkins",67,"Web Developer III",72442.64,107623,420518.01,730473.9199999999,96112.88
IND38895,"Ernest Jenkins",84,"Web Designer I",291925.85,488766,397013.28,863977.85,335146.29
IND61906,"Johnny White",42,"Human Resources Assistant IV",180724.34,1175056,1980490.17,3209479.29,206907.86
IND91852,"Amanda Mitchell",48,"Software Engineer III",427268.01,1257606,1122750.57,2437807.28,454592.86
IND49429,"Kathleen Scott",47,"Senior Developer",283418.58,123176,259129.27,596171.9800000001,314210.88
IND50848,"Kathy Carter",80,"Software Engineer I",229460.79,438346,256292.32,573318.46,241898.69
IND25130,"Walter Williams",53,"Human Resources Assistant II",92389.02,946088,1117595.61,1745422.11,108276.06
IND51890,"Henry Harrison",30,"Budget/Accounting Analyst III",275308.09,2290529,1114463.81,1824419.72,283221.45
IND29870,"Albert Hudson",62,"Product Engineer",185240.18,204595,1843725.89,2900417.39,191149.13
IND24996,"Harry Oliver",22,"Biostatistician I",253601.62,335206,484219.57,916524.48,302839.27
IND28319,"Peter Fernandez",76,"Geologist I",169841.6,294747,135130.51,329383.69,193743.2
IND24921,"Justin Dean",24,"Web Designer IV",161884.01,273447,437316.13,807326.2,173473.77000000002
IND97391,"Douglas GoPKRalez",51,"Media Manager III",196246.44,1226915,1378832.7,2917902.5,216487.65
IND59368,"Albert Tucker",30,"Assistant Manager",108561.76,488439,389075.57,790473.8400000001,110574.18999999999
IND23354,"Ruby Griffin",78,"VP Sales",117375.9,178625,99007.56,211581.86000000002,123711.98999999999
IND29589,"Deborah Armstrong",27,"Associate Professor",104350.96,366250,153984.34,371085.89,129161.84000000001
IND48477,"Clarence Carr",35,"Marketing Assistant",79692.87,1411247,2844789.79,4789233.62,114104.91
IND70337,"Justin Brown",43,"Engineer II",51567.23,127945,487858.7,1034929.07,65225.98
IND69809,"Amanda Rodriguez",25,"Marketing Manager",96948.99,578530,224955.85,508039.47,111004.05
IND23817,"Ruby Andrews",38,"Senior Cost Accountant",79643.42,227140,309391.57,611129.42,118805.84
IND36692,"Dorothy Kennedy",45,Teacher,224615.26,415665,219556.12,513501.81,278357.02
IND39952,"Kevin Cruz",42,"Clinical Specialist",405658.2,125898,2182842.98,3353189.09,413617.12
IND30232,"Ryan Perkins",27,"Human Resources Assistant III",282804.76,1890430,364617.94,621136.71,332612.12
IND31886,"Jeffrey Little",48,"Safety Technician II",31366.69,271792,107355.61,272243.24999999994,41924.369999999995
IND16521,"Donald White",58,"Director of Sales",143641.46,566354,593952.76,1226234.06,158426.9
IND22770,"Shirley Carr",28,"Programmer I",304744.13,477186,339201.75,880725.65,347272.88
IND74369,"Mark Vasquez",73,"Media Manager III",69280.85,143005,59107.82,161002.96,72231.85
IND31020,"Lillian GoPKRales",55,"Software Engineer IV",192746.06,756194,879489.48,1781913.5799999998,207016.84
IND83621,"Robin Hudson",31,"Systems Administrator I",163869.5,422733,260002.59,578178.43,180508.25
IND87099,"Joe West",72,"Research Associate",303730.88,907796,779074.22,1426635.69,360403.13
IND68353,"Adam Webb",71,"Information Systems Manager",106992.56,794106,480600.23,1071254.04,115095.08
IND34739,"Emily Garza",31,"Electrical Engineer",74335.22,685557,159081.75,454124.15,96085.02
IND49852,"Alice Hawkins",75,"Accounting Assistant IV",29126.28,72179,541414.86,1063690.17,49982.28
IND15739,"Arthur Fuller",50,"Human Resources Assistant I",205568.33,119102,606081.5,1356701.73,227652.93
IND35208,"Earl Wagner",38,"Office Assistant II",470262.68,962474,656372.92,1092706.61,497319.63
IND23172,"Ryan Mitchell",32,"Programmer Analyst I",279238.44,2667557,891713.77,1421438.6300000001,308634.29
IND89615,"Phillip Gordon",37,"Dental Hygienist",292010.27,1220492,1204591.47,2451939.73,322503.59
IND78041,"Christine Davis",76,"Senior Financial Analyst",26996.11,303227,594754.67,1255490.76,35831.61
IND25027,"Louise Olson",31,"Office Assistant II",144581.55,639113,351609.98,789276.97,178351.38999999998
IND70133,"Ronald Foster",63,"Budget/Accounting Analyst IV",158603.63,309893,95126.02,271606.38,191373.29
IND96246,"Jacqueline Moreno",65,"Programmer I",342068.37,834036,1436044.53,2950640.1200000006,381179.49
IND74738,"Craig Baker",61,"Financial Analyst",308171.08,1486877,1486770.8,2529374.3400000003,320498.62
IND94482,"Timothy Scott",30,"Accounting Assistant IV",103215.16,227116,1719422.75,2854086.8,123505.28
IND54803,"Evelyn Reynolds",20,"Programmer IV",53067.71,844191,968531.37,1751554.1500000001,61892.45
IND22264,"James Burton",76,Librarian,16653.97,238129,446980.04,713454.0100000001,21192.4
IND66283,"Julia Weaver",45,"Research Nurse",98173.6,596226,90491.87,200898.74000000002,130126.8
IND45825,"Nicole Garrett",37,"Software Test Engineer I",410110.87,1482143,382944.19,744663.35,425055.02999999997
IND94895,"Steve Sullivan",68,"Analog Circuit Design manager",160073.1,1097639,924637.87,2069069.9600000002,185530.5
IND66583,"Andrew Baker",84,"Account Representative I",117125.42,153107,454769.73,1006211.96,166722.62
IND73582,"Christopher Wright",65,"Human Resources Assistant I",155135.69,657469,613776.68,1020812.16,165101.69
IND62295,"Tina Snyder",67,"Programmer III",173146.19,88511,840866.85,1552053.25,193579.97
IND39698,"George George",67,"Database Administrator III",341330.13,1880586,1771992.83,2927291.9800000004,352668.84
IND96489,"Jeremy Bowman",48,"Research Associate",113038.07,874241,1153249.45,2193353.1199999996,134143.07
IND62970,"Kathleen Stone",41,Operator,204694.71,440354,78211.37,213731.86,225741.84999999998
IND53584,"Nancy Castillo",76,Pharmacist,55512.32,108097,98876.79,274389.68999999994,64175.78
IND34425,"Timothy Bradley",50,"Programmer Analyst IV",71909.93,172489,86942.18,261651.72999999998,90975.56
IND53485,"Michael Sims",23,"Media Manager II",43256.08,321823,95899.27,174921.16999999998,74034.88
IND40496,"Walter Jenkins",18,"Accounting Assistant III",91589.48,672627,280502.98,646406.61,123997.4
IND72603,"Aaron Simpson",46,"Financial Analyst",22388.51,146553,148409.63,428265.35,36803.95
IND56984,"Irene Rogers",35,Pharmacist,48321.55,730395,209527.5,460051.36,66620.53
IND31180,"Annie Hayes",47,"Health Coach II",67296.92,1648965,570772.51,1035170.26,81949.81999999999
IND80616,"Michael Stone",22,"Programmer III",223595.51,125055,98975.53,245796.27,227192.13
IND54495,"Louise Barnes",28,"Compensation Analyst",155330.89,39702,136113.78,301746.12,189055.69
IND88782,"Jose Jacobs",54,"Senior Financial Analyst",338592.73,724817,2168648.47,3831329.1300000004,377336.08999999997
IND25223,"Steven Owens",49,"Geologist I",193487.42,774008,300687.96,570476.56,221920.76
IND26937,"Steve Scott",63,"Cost Accountant",62204.5,1447906,516071.89,850853.1799999999,102224.88
IND14766,"Debra Mendoza",49,"Engineer IV",268215.7,1100718,1399302.31,2411304.3600000003,290006.14
IND45041,"Kenneth Moreno",60,"Web Developer III",151886.04,205461,166878.16,469486.46,192411.96000000002
IND54922,"Earl Mccoy",50,"Accountant I",244088.88,1016360,358570.12,782533.01,300369.72
IND89369,"Keith Banks",19,"Account Coordinator",229762.92,378430,213097.67,527378.47,259462.6
IND94380,"Chris Meyer",48,"Health Coach III",373997.68,131305,1620762.64,3007317.8,412698.54
IND76782,"Douglas Flores",68,"Physical Therapy Assistant",125061.12,1608721,268710.53,585382.75,192717.91999999998
IND44357,"Michael Little",30,"Financial Analyst",108917.56,117837,519994.31,844750.99,121052.16
IND63865,"Richard Matthews",20,"Safety Technician III",249962.86,683693,676425.11,1484898.68,262561.6
IND14540,"Joseph Fuller",32,"Programmer II",110074.98,357739,843027.1,1885414.36,144673.41999999998
IND20140,"Joseph Adams",25,"Database Administrator II",258076.57,487350,188758.85,395197.55999999994,286927.51
IND75181,"Eugene Collins",26,"Marketing Manager",80408.25,255694,115585.79,289601.00999999995,104443.17
IND60750,"Louis Thomas",27,"Chemical Engineer",147770.44,865952,2674642.69,4431376.4399999995,154873.69
IND40048,"Harold Hunt",44,"Systems Administrator I",101645.35,137079,100101.98,268325.06999999995,112927.48000000001
IND91899,"Steve Ross",54,"Geologist III",59875.58,280232,487406.17,941845.7899999999,86270.9
IND49097,"Joyce Gilbert",41,"Legal Assistant",149870.9,291911,14079.18,53769.07,157142.58
IND30559,"Pamela Bailey",37,"Programmer Analyst II",144204.97,72118,187124.17,425909.31000000006,167745.55
IND40540,"Joseph Burton",73,"Software Test Engineer III",36313.8,56507,165720.27,376121.67000000004,39227.100000000006
IND32711,"Terry Tucker",84,"Software Engineer IV",29506.65,454196,490080.03,823749.96,55687.11
IND71842,"Shawn Duncan",33,"Staff Accountant I",54920.14,183538,141038.37,289538.11,66547.98
IND98821,"Stephen Perkins",43,"Engineer II",79160.51,305169,1086576.22,2157296.2800000003,129520.38999999998
IND60303,"Joshua Williams",60,"Human Resources Assistant II",69198.52,260871,167605.97,431122.57,94056.73000000001
IND21271,"Kenneth Simmons",55,"Associate Professor",77057.74,43233,82808.38,193284.04,92093.28
IND71938,"Virginia Willis",63,"Engineer III",315879.56,100474,963526.3,2154874.45,346021.01
IND48166,"Martin GoPKRalez",71,"Legal Assistant",304130.87,599869,1334851.75,2140883.43,310480.37
IND35417,"William Wagner",53,Librarian,187639.73,1013646,354828.55,713672.97,217159.08000000002
IND36167,"Juan Freeman",72,"Software Consultant",204251.61,1319952,728029.16,1267510.29,237305.72999999998
IND53489,"Samuel Johnston",48,"Analog Circuit Design manager",45140.55,1111817,71222.11,151444,56846.64
IND46654,"Frank Bennett",30,"Biostatistician III",62086.04,173701,336511.16,631050.4,75140.44
IND57483,"Heather Mendoza",33,"Software Test Engineer IV",233362.42,513459,414811.81,1078228.61,290450.5
IND26697,"Jeffrey Watson",18,Operator,100790.48,377252,110150.2,262883.58,130470.48
IND21028,"Craig James",80,Librarian,137250.19,549961,415274.04,857010.52,143036.99
IND86154,"Albert Banks",65,"Office Assistant II",107355.9,1168455,742185.41,1257862.02,134704.13999999998
IND47039,"Gloria Williamson",41,"Biostatistician III",121627.32,204347,164323.6,396909.39,127985.82
IND18081,"Rose Bell",22,"Software Engineer III",216600.38,514287,235217.95,488935.27,250345.98
IND13675,"Johnny Castillo",72,"Senior Financial Analyst",56742.37,306206,259379.02,486029.69,62732.03
IND54772,"Jose Fernandez",23,"Research Associate",74534.17,510241,770470.05,1460167.84,102587.73
IND61012,"Donna Moreno",35,"Recruiting Manager",100179.13,852441,288932.9,670827.3900000001,142124.17
IND63638,"Daniel Flores",38,"Geologist II",87532.19,2331797,1769278.68,2967826.9099999997,145690.91
IND73710,"Jesse Frazier",47,"Budget/Accounting Analyst II",428779.47,756178,79273.69,222560.52000000002,477845.82999999996
IND93494,"John Banks",49,"Internal Auditor",189556.55,1936734,1808858.54,3173478,194428.63999999998
IND97314,"Angela Green",51,"Administrative Assistant III",111666.93,178379,141104.54,366641.99000000005,121729.97
IND43915,"Steven Kelly",66,"Accounting Assistant III",72740.57,1132307,914948.33,1711948.18,117373.97
IND62101,"Timothy Duncan",24,"Account Representative II",60561.36,143868,63866.95,193154.42,81239.92
IND12706,"Frances Gilbert",21,"VP Product Management",127646.31,101437,39450.13,93285.12,159121.35
IND96211,"Dennis Chapman",31,"General Manager",46550.39,349239,252327.87,704818.11,56162.61
IND99855,"Christopher Cooper",47,"Quality Engineer",437883.8,806029,2785992.89,4855217.9,460372.13
IND20615,"Jesse Martinez",64,"VP Accounting",85048.46,192797,199916.46,420544.38999999996,98051.12000000001
IND42387,"Catherine Robinson",37,"Geologist I",245950.08,294597,86517.21,224751.32,277101.48
IND51003,"Tina Gutierrez",78,"Web Developer III",287479.63,143952,1026866.94,1806031.3599999999,332447.14
IND38386,"Paul Hall",50,"Human Resources Assistant I",333416.5,670225,385630.11,946484.3999999999,370822.21
IND31075,"Terry Fox",53,"Director of Sales",471737.72,1851796,1301697.82,2362365.94,482390.18
IND29987,"Russell Long",25,"Senior Editor",98291.31,128915,637259.95,1058934.3599999999,100052.61
IND53122,"Mary Fowler",51,"Mechanical Systems Engineer",76876.5,329447,521113.4,1103105.18,83886.42
IND71679,"Joshua Little",57,"Quality Engineer",33431.02,138563,200745.02,499316.78,47693
IND96476,"Randy Shaw",62,"Occupational Therapist",136945.39,288960,1278524.3,2211234.13,139647.55000000002
IND59444,"David Graham",60,Professor,84410.51,39077,496487.76,997044.0499999999,98636.26999999999
IND96722,"Peter Johnston",59,"Accountant I",172838.3,148147,78331.55,236073.18,203096.18
IND91553,"Theresa Woods",54,"Internal Auditor",220066.39,734255,194915.48,448935.55,230993.92
IND43964,"Johnny Duncan",21,"Senior Quality Engineer",75290.16,490077,0,17807.3,83104.68000000001
IND42604,"Christopher Lewis",73,"Web Designer II",73990.2,61514,96217.43,210539.99999999997,100311.66
IND80050,"Juan Reyes",20,"Junior Executive",65249.03,494177,1564149.28,2690866.08,99832.13
IND15192,"Raymond Marshall",55,"Programmer III",242808.69,1462142,161117.14,349559.14,265755.03
IND61862,"Juan Burton",47,"Legal Assistant",28009.1,305037,336806.3,690918.2799999999,31431.89
IND32146,"William Gray",66,"Human Resources Manager",193730.98,71876,681503.62,1087277.32,212974.30000000002
IND91035,"Martha Davis",51,"Database Administrator IV",31697.22,719621,215052.59,458584.6,42285.47
IND65273,"Shawn Watkins",84,"Business Systems Development Analyst",168229.69,987211,1638584.71,2866117.42,223230.19
IND34196,"Tina Alexander",18,"Safety Technician II",69206.32,264580,687309.24,1227672.95,80618.56000000001
IND31640,"Larry Cooper",65,"VP Marketing",341626.91,2348592,1338614.55,2200548.3200000003,385986.05
IND15111,"Randy Jacobs",65,"Human Resources Assistant II",346235.31,2092196,482897.73,815796.86,372518.77
IND22504,"Andrew Torres",36,"Research Nurse",87521.39,197808,0,10225.98,101928.23
IND33992,"Randy Peterson",66,Nurse,87223.65,1280885,778015.33,1252473.95,115494.90999999999
IND89837,"Thomas Martinez",20,"Marketing Manager",20835.63,369470,439865.44,785989.8599999999,38594.61
IND39449,"Shawn Robertson",55,"Chemical Engineer",88044.48,1378714,1800941.06,3096255.82,120498.48
IND74203,"Howard Webb",32,"Structural Analysis Engineer",308476.77,501679,1472296.81,2499138.78,354463.89
IND51348,"Teresa Shaw",54,"Accountant II",216752.38,48704,188233.4,352994.49,233308.24
